,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"IMPORTANT:
 1->10->2->3->-4>...",,Revisit - new,,,Annotator,,,,,,,,,,,,,,,,,,,,,,,,Revisit
"At the first frame of the clip, index the six boxes by reading each row from left to right, then moving from the top row to the bottom row (indexing starts from 1). How many times is box 1 pushed during this clip?",/nas2/benchmarks/vpi/real/processed/sokoban/0002_pt2.mp4,sokoban,No,Count,Atmoic,Hyunseok,Homogeneity,,,FALSE,,,,,,,,,,,,,,,,,,,,
"At the first frame of the clip, index the six boxes by reading each row from left to right, then moving from the top row to the bottom row (indexing starts from 1). How many times is box 4 pushed during this clip?",/nas2/benchmarks/vpi/real/processed/sokoban/0002_pt2.mp4,sokoban,No,Count,Atmoic,Hyunseok,Homogeneity,,,FALSE,,,,,,,,,,,,,,,,,,,,
"At the first frame of the clip, index the six boxes by reading each row from left to right, then moving from the top row to the bottom row (indexing starts from 1). How many times is box 5 pushed during this clip?",/nas2/benchmarks/vpi/real/processed/sokoban/0002_pt2.mp4,sokoban,No,Count,Atmoic,Hyunseok,Homogeneity,,,FALSE,,,,,,,,,,,,,,,,,,,,
"At the first frame of the clip, index the six boxes by reading each row from left to right, then moving from the top row to the bottom row (indexing starts from 1). Which indexed box is never pushed during this clip?
 
 (A) box 5
 (B) box 4
 (C) box 6
 (D) box 1",/nas2/benchmarks/vpi/real/processed/sokoban/0002_pt2.mp4,sokoban,No,Count,Set,Hyunseok,Homogeneity,,,FALSE,,,,,,,,,,,,,,,,,,,,
"The green circular markers are the target destinations. At the first frame of the clip, index the six boxes by reading each row from left to right, then moving from the top row to the bottom row (indexing starts from 1). Which indexed box ends on the leftmost green target marker when the level is completed?
 
 (A) box 5
 (B) box 3
 (C) box 4
 (D) box 6",/nas2/benchmarks/vpi/real/processed/sokoban/0002_pt2.mp4,sokoban,No,Location,Sequence,Hyunseok,Homogeneity,,,FALSE,,,,,,,,,,,,,,,,,,,,
"The green circular markers are the target destinations. At the first frame of the clip, index the six boxes by reading each row from left to right, then moving from the top row to the bottom row (indexing starts from 1). Which indexed box ends on the rightmost green target marker when the level is completed?
 
 (A) box 5
 (B) box 3
 (C) box 4
 (D) box 2",/nas2/benchmarks/vpi/real/processed/sokoban/0002_pt2.mp4,sokoban,No,Location,Sequence,Hyunseok,Homogeneity,,,FALSE,,,,,,,,,,,,,,,,,,,,
"At the first frame of the clip, index the six boxes by reading each row from left to right, then moving from the top row to the bottom row (indexing starts from 1). Which indexed box is pushed last before the level is completed?
 
 (A) box 3
 (B) box 4
 (C) box 2
 (D) box 5",/nas2/benchmarks/vpi/real/processed/sokoban/0002_pt2.mp4,sokoban,No,Location,Sequence,Hyunseok,Homogeneity,,,FALSE,,,,,,,,,,,,,,,,,,,,
"At the first frame of the clip, index the six boxes by reading each row from left to right, then moving from the top row to the bottom row (indexing starts from 1). Which indexed box is pushed last before the level is completed?
 
 (A) box 5
 (B) box 2
 (C) box 4
 (D) box 1",/nas2/benchmarks/vpi/real/processed/sokoban/0002_pt2.mp4,sokoban,No,Location,Sequence,Hyunseok,Homogeneity,,,FALSE,,,,,,,,,,,,,,,,,,,,
"At the first frame of the clip, index the six boxes by reading each row from left to right, then moving from the top row to the bottom row. Has the level been completed by the end of this clip?
  
  (A) Yes
  (B) No",/nas2/benchmarks/vpi/real/processed/sokoban/0002_pt2.mp4,sokoban,,,Atmoic,Hyunseok,,,,TRUE,,,,,,,,,,,,,,,,,,,,Yes
How many total box pushes occur during this clip?,/nas2/benchmarks/vpi/real/processed/sokoban/0001_pt1.mp4,sokoban,No,Count,Atmoic,Hyunseok,Homogeneity,Counter,,FALSE,,,,,,,,,,,,,,,,,,,,
"Track the four balls highlighted at the very beginning. Among the balls numbered 1-8 shown at the end, which numbers correspond to the originally highlighted balls? Answer in (x,y,z,w) format, ordered from smallest to largest number.
 
 (A) (3,4,5,6)
 (B) (3,4,5,7)
 (C) (2,4,5,6)",/nas2/benchmarks/vpi/real/processed/neuro_tracker/0001_pt1.mp4,neuro_tracker,No,Location,Set,Willis,"Camera motion, Multi-entity attribution, Homogeneity",Continuous location,,FALSE,,,,,,,,,,,,,,,,,,,,
"Track the balls highlighted at the very beginning. At the end, among those highlighted balls, which numbered ball is at the lowest position?",/nas2/benchmarks/vpi/real/processed/neuro_tracker/0001_pt1.mp4,neuro_tracker,No,Location,Set,Willis,"Camera motion, Multi-entity attribution, Homogeneity",Continuous location,,FALSE,,,,,,,,,,,,,,,,,,,,
"Track the balls highlighted at the very beginning. At the end, among those highlighted balls, which numbered ball is at the leftmost position?",/nas2/benchmarks/vpi/real/processed/neuro_tracker/0001_pt1.mp4,neuro_tracker,No,Location,Set,Willis,"Camera motion, Multi-entity attribution, Homogeneity",Continuous location,,FALSE,,,,,,,,,,,,,,,,,,,,
"Track the balls highlighted at the very beginning. At the end, among those highlighted balls, which numbered ball is at the rightmost position?",/nas2/benchmarks/vpi/real/processed/neuro_tracker/0001_pt1.mp4,neuro_tracker,No,Location,Set,Willis,"Camera motion, Multi-entity attribution, Homogeneity",Continuous location,,FALSE,,,,,,,,,,,,,,,,,,,,
"Track the balls highlighted at the very beginning. At the end, among those highlighted balls, which numbered ball is at the topmost position?",/nas2/benchmarks/vpi/real/processed/neuro_tracker/0001_pt1.mp4,neuro_tracker,No,Location,Set,Willis,"Camera motion, Multi-entity attribution, Homogeneity",Continuous location,,FALSE,,,,,,,,,,,,,,,,,,,,
"Track the four balls highlighted at the very beginning. Among the balls numbered 1-8 shown at the end, which numbers correspond to the originally highlighted balls? Answer in (x,y,z,w) format, ordered from smallest to largest number.
 
 (A) (2,5,7,8)
 (B) (2,5,6,8)
 (C) (3,5,6,8)
 (D) (1,5,6,8)",/nas2/benchmarks/vpi/real/processed/neuro_tracker/0002_pt1.mp4,neuro_tracker,No,Location,Set,Willis,"Camera motion, Multi-entity attribution, Homogeneity",Continuous location,,FALSE,,,,,,,,,,,,,,,,,,,,
"Track the balls highlighted at the very beginning. At the end, among those highlighted balls, which numbered ball is at the lowest position?",/nas2/benchmarks/vpi/real/processed/neuro_tracker/0002_pt1.mp4,neuro_tracker,No,Location,Set,Willis,"Camera motion, Multi-entity attribution, Homogeneity",Continuous location,,FALSE,,,,,,,,,,,,,,,,,,,,
"Track the balls highlighted at the very beginning. At the end, among those highlighted balls, which numbered ball is at the leftmost position?",/nas2/benchmarks/vpi/real/processed/neuro_tracker/0002_pt1.mp4,neuro_tracker,No,Location,Set,Willis,"Camera motion, Multi-entity attribution, Homogeneity",Continuous location,,FALSE,,,,,,,,,,,,,,,,,,,,
"Track the balls highlighted at the very beginning. At the end, among those highlighted balls, which numbered ball is at the rightmost position?",/nas2/benchmarks/vpi/real/processed/neuro_tracker/0002_pt1.mp4,neuro_tracker,No,Location,Set,Willis,"Camera motion, Multi-entity attribution, Homogeneity",Continuous location,,FALSE,,,,,,,,,,,,,,,,,,,,
"Track the balls highlighted at the very beginning. At the end, among those highlighted balls, which numbered ball is at the topmost position?",/nas2/benchmarks/vpi/real/processed/neuro_tracker/0002_pt1.mp4,neuro_tracker,No,Location,Set,Willis,"Camera motion, Multi-entity attribution, Homogeneity",Continuous location,,FALSE,,,,,,,,,,,,,,,,,,,,
"Track the four balls highlighted at the very beginning. Among the balls numbered 1-8 shown at the end, which numbers correspond to the originally highlighted balls? Answer in (x,y,z,w) format, ordered from smallest to largest number.
 
 (A) (2,4,6,7)
 (B) (3,4,6,8)
 (C) (3,4,5,7)
 (D) (3,4,6,7)",/nas2/benchmarks/vpi/real/processed/neuro_tracker/0003_pt1.mp4,neuro_tracker,No,Location,Set,Willis,"Camera motion, Multi-entity attribution, Homogeneity",Continuous location,,FALSE,,,,,,,,,,,,,,,,,,,,
"Track the balls highlighted at the very beginning. At the end, among those highlighted balls, which numbered ball is at the lowest position?",/nas2/benchmarks/vpi/real/processed/neuro_tracker/0003_pt1.mp4,neuro_tracker,No,Location,Set,Willis,"Camera motion, Multi-entity attribution, Homogeneity",Continuous location,,FALSE,,,,,,,,,,,,,,,,,,,,
"Track the balls highlighted at the very beginning. At the end, among those highlighted balls, which numbered ball is at the leftmost position?",/nas2/benchmarks/vpi/real/processed/neuro_tracker/0003_pt1.mp4,neuro_tracker,No,Location,Set,Willis,"Camera motion, Multi-entity attribution, Homogeneity",Continuous location,,FALSE,,,,,,,,,,,,,,,,,,,,
"Track the balls highlighted at the very beginning. At the end, among those highlighted balls, which numbered ball is at the rightmost position?",/nas2/benchmarks/vpi/real/processed/neuro_tracker/0003_pt1.mp4,neuro_tracker,No,Location,Set,Willis,"Camera motion, Multi-entity attribution, Homogeneity",Continuous location,,FALSE,,,,,,,,,,,,,,,,,,,,
"Track the balls highlighted at the very beginning. At the end, among those highlighted balls, which numbered ball is at the topmost position?",/nas2/benchmarks/vpi/real/processed/neuro_tracker/0003_pt1.mp4,neuro_tracker,No,Location,Set,Willis,"Camera motion, Multi-entity attribution, Homogeneity",Continuous location,,FALSE,,,,,,,,,,,,,,,,,,,,
"Where does the cubie with the red sticker (at the top-left of the front face from the viewer's perspective) end up?
 
 (A) bottom-right
 (B) top-right
 (C) bottom-left
 (D) top-left",/nas2/benchmarks/vpi/real/processed/cube/0005_pt1.mp4,cube,No,Location,Atmoic,Sihyun,"Occlusion, Homogeneity",Discrete location,,FALSE,,,,,,,,,,,,,,,,,,,,
"Where does the cubie with the yellow sticker (at the top-right of the front face from the viewer's perspective) end up?
 
 (A) bottom-left
 (B) top-left
 (C) top-right
 (D) bottom-right",/nas2/benchmarks/vpi/real/processed/cube/0005_pt1.mp4,cube,No,Location,Atmoic,Sihyun,"Occlusion, Homogeneity",,,FALSE,,,,,,,,,,,,,,,,,,,,
"Where does the cubie with the yellow sticker (at the top-left of the side that the person's left thumb is at) end up?
  
  (A) bottom-left
  (B) top-right
  (C) bottom-right
  (D) top-left",/nas2/benchmarks/vpi/real/processed/cube/0005_pt2.mp4,cube,No,Location,Atmoic,Sihyun,"Occlusion, Homogeneity",,,FALSE,,,,,,,,,,,,,,,,,,,,
"Where does the cubie with the yellow sticker (at the top-left of the front face from the viewer's perspective) end up?
 
 (A) top-left
 (B) bottom-left
 (C) bottom-right
 (D) top-right",/nas2/benchmarks/vpi/real/processed/cube/0005_pt3.mp4,cube,No,Location,Atmoic,Sihyun,"Occlusion, Homogeneity",,,FALSE,,,,,,,,,,,,,,,,,,,,
How many times is the ball hit in total?,/nas2/benchmarks/vpi/real/processed/volleyball/0002_pt10.mp4,volleyball,No,Count,Atmoic,Sihyun,"Action ambiguity, Multi-entity attribution, Homogeneity, Camera motion",,,FALSE,,,,,,,,,,,,,,,,,,,,
How many different players on the red team touch the ball,/nas2/benchmarks/vpi/real/processed/volleyball/0002_pt10.mp4,volleyball,No,Attribute,Set,Sihyun,"Action ambiguity, Multi-entity attribution, Homogeneity, Camera motion",,,FALSE,,,,,,,,,,,,,,,,,,,,
How many different players on the red team do not touch the ball?,/nas2/benchmarks/vpi/real/processed/volleyball/0002_pt10.mp4,volleyball,No,Attribute,Set,Sihyun,"Action ambiguity, Multi-entity attribution, Homogeneity, Camera motion",,,FALSE,,,,,,,,,,,,,,,,,,,,
"What is the chronological sequence of the teams making contact with the ball? The clip may start mid-rally; the first contact is not necessarily a serve, and receive-set-attack patterns do not imply the answer.
 
 (A) white team -> red team -> white team -> red team
 (B) white team -> red team -> red team -> white team
 (C) white team -> white team -> red team -> red team
 (D) white team -> red team -> red team -> red team",/nas2/benchmarks/vpi/real/processed/volleyball/0002_pt10.mp4,volleyball,No,Attribute,Sequence,Sihyun,"Action ambiguity, Multi-entity attribution, Homogeneity, Camera motion",,,FALSE,,,,,,,,,,,,,,,,,,,,
How many times is the ball hit in total?,/nas2/benchmarks/vpi/real/processed/volleyball/0002_pt6.mp4,volleyball,No,Count,Atmoic,Sihyun,"Action ambiguity, Multi-entity attribution, Homogeneity, Camera motion",,,FALSE,,,,,,,,,,,,,,,,,,,,
How many different players hit the ball in total?,/nas2/benchmarks/vpi/real/processed/volleyball/0002_pt6.mp4,volleyball,No,Attribute,Set,Sihyun,"Action ambiguity, Multi-entity attribution, Homogeneity, Camera motion",,,FALSE,,,,,,,,,,,,,,,,,,,,
How many different players on the red team touch the ball,/nas2/benchmarks/vpi/real/processed/volleyball/0002_pt6.mp4,volleyball,No,Attribute,Set,Sihyun,"Action ambiguity, Multi-entity attribution, Homogeneity, Camera motion",,,FALSE,,,,,,,,,,,,,,,,,,,,
How many different players on the red team do not touch the ball?,/nas2/benchmarks/vpi/real/processed/volleyball/0002_pt6.mp4,volleyball,No,Attribute,Set,Sihyun,"Action ambiguity, Multi-entity attribution, Homogeneity, Camera motion",,,FALSE,,,,,,,,,,,,,,,,,,,,
How many different players on the white team touch the ball,/nas2/benchmarks/vpi/real/processed/volleyball/0002_pt6.mp4,volleyball,No,Attribute,Set,Sihyun,"Action ambiguity, Multi-entity attribution, Homogeneity, Camera motion",,,FALSE,,,,,,,,,,,,,,,,,,,,
How many different players on the white team do not touch the ball?,/nas2/benchmarks/vpi/real/processed/volleyball/0002_pt6.mp4,volleyball,No,Attribute,Set,Sihyun,"Action ambiguity, Multi-entity attribution, Homogeneity, Camera motion",,,FALSE,,,,,,,,,,,,,,,,,,,,
"What is the chronological sequence of the teams making contact with the ball? The clip may start mid-rally; the first contact is not necessarily a serve, and receive-set-attack patterns do not imply the answer.
 
 (A) red team -> white team -> red team -> white team
 (B) red team -> white team -> white team -> red team
 (C) red team -> red team -> white team -> white team
 (D) red team -> white team -> white team -> white team",/nas2/benchmarks/vpi/real/processed/volleyball/0002_pt6.mp4,volleyball,No,Attribute,Sequence,Sihyun,"Action ambiguity, Multi-entity attribution, Homogeneity, Camera motion",,,FALSE,,,,,,,,,,,,,,,,,,,,
How many times is the ball hit in total?,/nas2/benchmarks/vpi/real/processed/volleyball/0002_pt7.mp4,volleyball,No,Count,Atmoic,Sihyun,"Action ambiguity, Multi-entity attribution, Homogeneity, Camera motion",,,FALSE,,,,,,,,,,,,,,,,,,,,
How many different players on the white team touch the ball,/nas2/benchmarks/vpi/real/processed/volleyball/0002_pt7.mp4,volleyball,No,Attribute,Set,Sihyun,"Action ambiguity, Multi-entity attribution, Homogeneity, Camera motion",,,FALSE,,,,,,,,,,,,,,,,,,,,
How many different players on the white team do not touch the ball?,/nas2/benchmarks/vpi/real/processed/volleyball/0002_pt7.mp4,volleyball,No,Attribute,Set,Sihyun,"Action ambiguity, Multi-entity attribution, Homogeneity, Camera motion",,,FALSE,,,,,,,,,,,,,,,,,,,,
"What is the chronological sequence of the teams making contact with the ball? The clip may start mid-rally; the first contact is not necessarily a serve, and receive-set-attack patterns do not imply the answer.
 
 (A) red team -> white team -> white team -> red team -> red team
 (B) red team -> white team -> red team -> white team -> red team
 (C) red team -> red team -> white team -> white team -> red team
 (D) red team -> white team -> white team -> white team -> red team",/nas2/benchmarks/vpi/real/processed/volleyball/0002_pt7.mp4,volleyball,No,Attribute,Sequence,Sihyun,"Action ambiguity, Multi-entity attribution, Homogeneity, Camera motion",,,FALSE,,,,,,,,,,,,,,,,,,,,
How many times is the ball hit in total?,/nas2/benchmarks/vpi/real/processed/volleyball/0002_pt8.mp4,volleyball,No,Count,Atmoic,Sihyun,"Action ambiguity, Multi-entity attribution, Homogeneity, Camera motion",,,FALSE,,,,,,,,,,,,,,,,,,,,
How many different players hit the ball in total?,/nas2/benchmarks/vpi/real/processed/volleyball/0002_pt8.mp4,volleyball,No,Attribute,Set,Sihyun,"Action ambiguity, Multi-entity attribution, Homogeneity, Camera motion",,,FALSE,,,,,,,,,,,,,,,,,,,,
How many different players on the red team touch the ball,/nas2/benchmarks/vpi/real/processed/volleyball/0002_pt8.mp4,volleyball,No,Attribute,Set,Sihyun,"Action ambiguity, Multi-entity attribution, Homogeneity, Camera motion",,,FALSE,,,,,,,,,,,,,,,,,,,,
How many different players on the red team do not touch the ball?,/nas2/benchmarks/vpi/real/processed/volleyball/0002_pt8.mp4,volleyball,No,Attribute,Set,Sihyun,"Action ambiguity, Multi-entity attribution, Homogeneity, Camera motion",,,FALSE,,,,,,,,,,,,,,,,,,,,
How many different players on the white team touch the ball,/nas2/benchmarks/vpi/real/processed/volleyball/0002_pt8.mp4,volleyball,No,Attribute,Set,Sihyun,"Action ambiguity, Multi-entity attribution, Homogeneity, Camera motion",,,FALSE,,,,,,,,,,,,,,,,,,,,
How many different players on the white team do not touch the ball?,/nas2/benchmarks/vpi/real/processed/volleyball/0002_pt8.mp4,volleyball,No,Attribute,Set,Sihyun,"Action ambiguity, Multi-entity attribution, Homogeneity, Camera motion",,,FALSE,,,,,,,,,,,,,,,,,,,,
How many times is the ball hit in total?,/nas2/benchmarks/vpi/real/processed/volleyball/0002_pt9.mp4,volleyball,No,Count,Atmoic,Sihyun,"Action ambiguity, Multi-entity attribution, Homogeneity, Camera motion",,,FALSE,,,,,,,,,,,,,,,,,,,,
How many different players hit the ball in total?,/nas2/benchmarks/vpi/real/processed/volleyball/0002_pt9.mp4,volleyball,No,Attribute,Set,Sihyun,"Action ambiguity, Multi-entity attribution, Homogeneity, Camera motion",,,FALSE,,,,,,,,,,,,,,,,,,,,
