,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"IMPORTANT:
1->10->2->3->-4>...",,Revisit - new,,,Annotator,,,,,,,,,,,,,,,,,,,,,,,,Revisit
What's the ratio of the blue-shirt player's backhand to total returns? Round to the nearest integer in percentage.,/nas2/benchmarks/vpi/real/processed/tennis/0001_pt3.mp4,tennis,No,Count,Dict,Willis,"Action ambiguity, Multi-entity attribution",Indexed counters,Aggregate,FALSE,,,,,,,,,,,,,,,,,,,,No
How many times does the white-shirt player return the ball with forehand?,/nas2/benchmarks/vpi/real/processed/tennis/0001_pt3.mp4,tennis,No,Count,Atmoic,Willis,"Action ambiguity, Multi-entity attribution",Counter,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
How many times does the white-shirt player return the ball with backhand?,/nas2/benchmarks/vpi/real/processed/tennis/0001_pt3.mp4,tennis,,,,Willis,"Action ambiguity, Multi-entity attribution",Counter,Readout,TRUE,,,,,,,,,,,,,,,,,,,,No
What's the ratio of the white-shirt player's forehand to total returns? Round to the nearest integer in percentage.,/nas2/benchmarks/vpi/real/processed/tennis/0001_pt3.mp4,tennis,,,,Willis,"Action ambiguity, Multi-entity attribution",Indexed counters,Aggregate,TRUE,,,,,,,,,,,,,,,,,,,,No
What's the ratio of the white-shirt player's backhand to total returns? Round to the nearest integer in percentage.,/nas2/benchmarks/vpi/real/processed/tennis/0001_pt3.mp4,tennis,,,,Willis,"Action ambiguity, Multi-entity attribution",Indexed counters,Aggregate,TRUE,,,,,,,,,,,,,,,,,,,,No
How many total serves occur during the video?,/nas2/benchmarks/vpi/real/processed/tennis/0001_pt3.mp4,tennis,,,,Willis,"Action ambiguity, Multi-entity attribution",Counter,Readout,TRUE,,,,,,,,,,,,,,,,,,,,No
How many times does the blue-shirt player score?,/nas2/benchmarks/vpi/real/processed/tennis/0001_pt4.mp4,tennis,,,,Willis,"Action ambiguity, Multi-entity attribution",Counter,Readout,TRUE,,,,,,,,,,,,,,,,,,,,No
How many times does the white-shirt player score?,/nas2/benchmarks/vpi/real/processed/tennis/0001_pt4.mp4,tennis,,,,Willis,"Action ambiguity, Multi-entity attribution",Counter,Readout,TRUE,,,,,,,,,,,,,,,,,,,,No
How many times does the blue-shirt player return the ball?,/nas2/benchmarks/vpi/real/processed/tennis/0001_pt4.mp4,tennis,,,,Willis,"Action ambiguity, Multi-entity attribution",Counter,Readout,TRUE,,,,,,,,,,,,,,,,,,,,No
How many times does the white-shirt player return the ball?,/nas2/benchmarks/vpi/real/processed/tennis/0001_pt4.mp4,tennis,No,Count,Atmoic,Willis,"Action ambiguity, Multi-entity attribution",Counter,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
How many times does the blue-shirt player return the ball with forehand?,/nas2/benchmarks/vpi/real/processed/tennis/0001_pt4.mp4,tennis,,,,Willis,"Action ambiguity, Multi-entity attribution",Counter,Readout,TRUE,,,,,,,,,,,,,,,,,,,,No
How many times does the blue-shirt player return the ball with backhand?,/nas2/benchmarks/vpi/real/processed/tennis/0001_pt4.mp4,tennis,No,Count,Atmoic,Willis,"Action ambiguity, Multi-entity attribution",Counter,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
What's the ratio of the blue-shirt player's forehand to total returns? Round to the nearest integer in percentage.,/nas2/benchmarks/vpi/real/processed/tennis/0001_pt4.mp4,tennis,No,Count,Dict,Willis,"Action ambiguity, Multi-entity attribution",Indexed counters,Aggregate,FALSE,,,,,,,,,,,,,,,,,,,,No
What's the ratio of the blue-shirt player's backhand to total returns? Round to the nearest integer in percentage.,/nas2/benchmarks/vpi/real/processed/tennis/0001_pt4.mp4,tennis,No,Count,Dict,Willis,"Action ambiguity, Multi-entity attribution",Indexed counters,Aggregate,FALSE,,,,,,,,,,,,,,,,,,,,No
How many times does the white-shirt player return the ball with forehand?,/nas2/benchmarks/vpi/real/processed/tennis/0001_pt4.mp4,tennis,No,Count,Atmoic,Willis,"Action ambiguity, Multi-entity attribution",Counter,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
How many times does the white-shirt player return the ball with backhand?,/nas2/benchmarks/vpi/real/processed/tennis/0001_pt4.mp4,tennis,,,,Willis,"Action ambiguity, Multi-entity attribution",Counter,Readout,TRUE,,,,,,,,,,,,,,,,,,,,No
What's the ratio of the white-shirt player's forehand to total returns? Round to the nearest integer in percentage.,/nas2/benchmarks/vpi/real/processed/tennis/0001_pt4.mp4,tennis,,,,Willis,"Action ambiguity, Multi-entity attribution",Indexed counters,Aggregate,TRUE,,,,,,,,,,,,,,,,,,,,No
What's the ratio of the white-shirt player's backhand to total returns? Round to the nearest integer in percentage.,/nas2/benchmarks/vpi/real/processed/tennis/0001_pt4.mp4,tennis,,,,Willis,"Action ambiguity, Multi-entity attribution",Indexed counters,Aggregate,TRUE,,,,,,,,,,,,,,,,,,,,No
How many total serves occur during the video?,/nas2/benchmarks/vpi/real/processed/tennis/0001_pt4.mp4,tennis,,,,Willis,"Action ambiguity, Multi-entity attribution",Counter,Readout,TRUE,,,,,,,,,,,,,,,,,,,,No
How many times does the blue-shirt player score?,/nas2/benchmarks/vpi/real/processed/tennis/0001_pt5.mp4,tennis,,,,Willis,"Action ambiguity, Multi-entity attribution",Counter,Readout,TRUE,,,,,,,,,,,,,,,,,,,,No
How many times does the white-shirt player score?,/nas2/benchmarks/vpi/real/processed/tennis/0001_pt5.mp4,tennis,,,,Willis,"Action ambiguity, Multi-entity attribution",Counter,Readout,TRUE,,,,,,,,,,,,,,,,,,,,No
How many times does the blue-shirt player return the ball?,/nas2/benchmarks/vpi/real/processed/tennis/0001_pt5.mp4,tennis,,,,Willis,"Action ambiguity, Multi-entity attribution",Counter,Readout,TRUE,,,,,,,,,,,,,,,,,,,,No
How many times does the white-shirt player return the ball?,/nas2/benchmarks/vpi/real/processed/tennis/0001_pt5.mp4,tennis,No,Count,Atmoic,Willis,"Action ambiguity, Multi-entity attribution",Counter,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
How many times does the blue-shirt player return the ball with forehand?,/nas2/benchmarks/vpi/real/processed/tennis/0001_pt5.mp4,tennis,,,,Willis,"Action ambiguity, Multi-entity attribution",Counter,Readout,TRUE,,,,,,,,,,,,,,,,,,,,No
How many times does the blue-shirt player return the ball with backhand?,/nas2/benchmarks/vpi/real/processed/tennis/0001_pt5.mp4,tennis,No,Count,Atmoic,Willis,"Action ambiguity, Multi-entity attribution",Counter,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
What's the ratio of the blue-shirt player's forehand to total returns? Round to the nearest integer in percentage.,/nas2/benchmarks/vpi/real/processed/tennis/0001_pt5.mp4,tennis,No,Count,Dict,Willis,"Action ambiguity, Multi-entity attribution",Indexed counters,Aggregate,FALSE,,,,,,,,,,,,,,,,,,,,No
What's the ratio of the blue-shirt player's backhand to total returns? Round to the nearest integer in percentage.,/nas2/benchmarks/vpi/real/processed/tennis/0001_pt5.mp4,tennis,No,Count,Dict,Willis,"Action ambiguity, Multi-entity attribution",Indexed counters,Aggregate,FALSE,,,,,,,,,,,,,,,,,,,,No
How many times does the white-shirt player return the ball with forehand?,/nas2/benchmarks/vpi/real/processed/tennis/0001_pt5.mp4,tennis,No,Count,Atmoic,Willis,"Action ambiguity, Multi-entity attribution",Counter,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
How many times does the white-shirt player return the ball with backhand?,/nas2/benchmarks/vpi/real/processed/tennis/0001_pt5.mp4,tennis,,,,Willis,"Action ambiguity, Multi-entity attribution",Counter,Readout,TRUE,,,,,,,,,,,,,,,,,,,,No
What's the ratio of the white-shirt player's forehand to total returns? Round to the nearest integer in percentage.,/nas2/benchmarks/vpi/real/processed/tennis/0001_pt5.mp4,tennis,,,,Willis,"Action ambiguity, Multi-entity attribution",Indexed counters,Aggregate,TRUE,,,,,,,,,,,,,,,,,,,,No
What's the ratio of the white-shirt player's backhand to total returns? Round to the nearest integer in percentage.,/nas2/benchmarks/vpi/real/processed/tennis/0001_pt5.mp4,tennis,,,,Willis,"Action ambiguity, Multi-entity attribution",Indexed counters,Aggregate,TRUE,,,,,,,,,,,,,,,,,,,,No
How many total serves occur during the video?,/nas2/benchmarks/vpi/real/processed/tennis/0001_pt5.mp4,tennis,,,,Willis,"Action ambiguity, Multi-entity attribution",Counter,Readout,TRUE,,,,,,,,,,,,,,,,,,,,No
How many times does the blue-shirt player score?,/nas2/benchmarks/vpi/real/processed/tennis/0001_pt6.mp4,tennis,,,,Willis,"Action ambiguity, Multi-entity attribution",Counter,Readout,TRUE,,,,,,,,,,,,,,,,,,,,No
How many times does the white-shirt player score?,/nas2/benchmarks/vpi/real/processed/tennis/0001_pt6.mp4,tennis,,,,Willis,"Action ambiguity, Multi-entity attribution",Counter,Readout,TRUE,,,,,,,,,,,,,,,,,,,,No
How many times does the blue-shirt player return the ball?,/nas2/benchmarks/vpi/real/processed/tennis/0001_pt6.mp4,tennis,,,,Willis,"Action ambiguity, Multi-entity attribution",Counter,Readout,TRUE,,,,,,,,,,,,,,,,,,,,No
How many times does the white-shirt player return the ball?,/nas2/benchmarks/vpi/real/processed/tennis/0001_pt6.mp4,tennis,No,Count,Atmoic,Willis,"Action ambiguity, Multi-entity attribution",Counter,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
How many times does the blue-shirt player return the ball with forehand?,/nas2/benchmarks/vpi/real/processed/tennis/0001_pt6.mp4,tennis,,,,Willis,"Action ambiguity, Multi-entity attribution",Counter,Readout,TRUE,,,,,,,,,,,,,,,,,,,,No
How many times does the blue-shirt player return the ball with backhand?,/nas2/benchmarks/vpi/real/processed/tennis/0001_pt6.mp4,tennis,No,Count,Atmoic,Willis,"Action ambiguity, Multi-entity attribution",Counter,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
What's the ratio of the blue-shirt player's forehand to total returns? Round to the nearest integer in percentage.,/nas2/benchmarks/vpi/real/processed/tennis/0001_pt6.mp4,tennis,No,Count,Dict,Willis,"Action ambiguity, Multi-entity attribution",Indexed counters,Aggregate,FALSE,,,,,,,,,,,,,,,,,,,,No
What's the ratio of the blue-shirt player's backhand to total returns? Round to the nearest integer in percentage.,/nas2/benchmarks/vpi/real/processed/tennis/0001_pt6.mp4,tennis,No,Count,Dict,Willis,"Action ambiguity, Multi-entity attribution",Indexed counters,Aggregate,FALSE,,,,,,,,,,,,,,,,,,,,No
How many times does the white-shirt player return the ball with forehand?,/nas2/benchmarks/vpi/real/processed/tennis/0001_pt6.mp4,tennis,No,Count,Atmoic,Willis,"Action ambiguity, Multi-entity attribution",Counter,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
How many times does the white-shirt player return the ball with backhand?,/nas2/benchmarks/vpi/real/processed/tennis/0001_pt6.mp4,tennis,,,,Willis,"Action ambiguity, Multi-entity attribution",Counter,Readout,TRUE,,,,,,,,,,,,,,,,,,,,No
What's the ratio of the white-shirt player's forehand to total returns? Round to the nearest integer in percentage.,/nas2/benchmarks/vpi/real/processed/tennis/0001_pt6.mp4,tennis,,,,Willis,"Action ambiguity, Multi-entity attribution",Indexed counters,Aggregate,TRUE,,,,,,,,,,,,,,,,,,,,No
What's the ratio of the white-shirt player's backhand to total returns? Round to the nearest integer in percentage.,/nas2/benchmarks/vpi/real/processed/tennis/0001_pt6.mp4,tennis,,,,Willis,"Action ambiguity, Multi-entity attribution",Indexed counters,Aggregate,TRUE,,,,,,,,,,,,,,,,,,,,No
How many total serves occur during the video?,/nas2/benchmarks/vpi/real/processed/tennis/0001_pt6.mp4,tennis,,,,Willis,"Action ambiguity, Multi-entity attribution",Counter,Readout,TRUE,,,,,,,,,,,,,,,,,,,,No
How many total serves occur during the video?,/nas2/benchmarks/vpi/real/processed/tennis/0001_pt7.mp4,tennis,,,,Willis,"Action ambiguity, Multi-entity attribution",Counter,Readout,TRUE,,,,,,,,,,,,,,,,,,,,No
How many times does the red-shirt player score?,/nas2/benchmarks/vpi/real/processed/tennis/0001_pt7.mp4,tennis,,,,Willis,"Action ambiguity, Multi-entity attribution",Counter,Readout,TRUE,,,,,,,,,,,,,,,,,,,,No
How many times does the white-shirt player score?,/nas2/benchmarks/vpi/real/processed/tennis/0001_pt7.mp4,tennis,,,,Willis,"Action ambiguity, Multi-entity attribution",Counter,Readout,TRUE,,,,,,,,,,,,,,,,,,,,No
How many times does the red-shirt player return the ball?,/nas2/benchmarks/vpi/real/processed/tennis/0001_pt7.mp4,tennis,,,,Willis,"Action ambiguity, Multi-entity attribution",Counter,Readout,TRUE,,,,,,,,,,,,,,,,,,,,No
How many times does the white-shirt player return the ball?,/nas2/benchmarks/vpi/real/processed/tennis/0001_pt7.mp4,tennis,,,,Willis,"Action ambiguity, Multi-entity attribution",Counter,Readout,TRUE,,,,,,,,,,,,,,,,,,,,No
How many times does the red-shirt player return the ball with forehand?,/nas2/benchmarks/vpi/real/processed/tennis/0001_pt7.mp4,tennis,,,,Willis,"Action ambiguity, Multi-entity attribution",Counter,Readout,TRUE,,,,,,,,,,,,,,,,,,,,No
How many times does the red-shirt player return the ball with backhand?,/nas2/benchmarks/vpi/real/processed/tennis/0001_pt7.mp4,tennis,,,,Willis,"Action ambiguity, Multi-entity attribution",Counter,Readout,TRUE,,,,,,,,,,,,,,,,,,,,No
What's the ratio of the red-shirt player's forehand to total returns? Round to the nearest integer in percentage.,/nas2/benchmarks/vpi/real/processed/tennis/0001_pt7.mp4,tennis,,,,Willis,"Action ambiguity, Multi-entity attribution",Indexed counters,Aggregate,TRUE,,,,,,,,,,,,,,,,,,,,No
What's the ratio of the red-shirt player's backhand to total returns? Round to the nearest integer in percentage.,/nas2/benchmarks/vpi/real/processed/tennis/0001_pt7.mp4,tennis,,,,Willis,"Action ambiguity, Multi-entity attribution",Indexed counters,Aggregate,TRUE,,,,,,,,,,,,,,,,,,,,No
How many times does the white-shirt player return the ball with forehand?,/nas2/benchmarks/vpi/real/processed/tennis/0001_pt7.mp4,tennis,,,,Willis,"Action ambiguity, Multi-entity attribution",Counter,Readout,TRUE,,,,,,,,,,,,,,,,,,,,No
How many times does the white-shirt player return the ball with backhand?,/nas2/benchmarks/vpi/real/processed/tennis/0001_pt7.mp4,tennis,,,,Willis,"Action ambiguity, Multi-entity attribution",Counter,Readout,TRUE,,,,,,,,,,,,,,,,,,,,No
What's the ratio of the white-shirt player's forehand to total returns? Round to the nearest integer in percentage.,/nas2/benchmarks/vpi/real/processed/tennis/0001_pt7.mp4,tennis,,,,Willis,"Action ambiguity, Multi-entity attribution",Indexed counters,Aggregate,TRUE,,,,,,,,,,,,,,,,,,,,No
What's the ratio of the white-shirt player's backhand to total returns? Round to the nearest integer in percentage.,/nas2/benchmarks/vpi/real/processed/tennis/0001_pt7.mp4,tennis,,,,Willis,"Action ambiguity, Multi-entity attribution",Indexed counters,Aggregate,TRUE,,,,,,,,,,,,,,,,,,,,No
How many total serves occur during the video?,/nas2/benchmarks/vpi/real/processed/tennis/0001_pt8.mp4,tennis,,,,Willis,"Action ambiguity, Multi-entity attribution",Counter,Readout,TRUE,,,,,,,,,,,,,,,,,,,,No
How many times does the red-shirt player score?,/nas2/benchmarks/vpi/real/processed/tennis/0001_pt8.mp4,tennis,,,,Willis,"Action ambiguity, Multi-entity attribution",Counter,Readout,TRUE,,,,,,,,,,,,,,,,,,,,No
How many times does the white-shirt player score?,/nas2/benchmarks/vpi/real/processed/tennis/0001_pt8.mp4,tennis,,,,Willis,"Action ambiguity, Multi-entity attribution",Counter,Readout,TRUE,,,,,,,,,,,,,,,,,,,,No
How many times does the red-shirt player return the ball?,/nas2/benchmarks/vpi/real/processed/tennis/0001_pt8.mp4,tennis,,,,Willis,"Action ambiguity, Multi-entity attribution",Counter,Readout,TRUE,,,,,,,,,,,,,,,,,,,,No
How many times does the white-shirt player return the ball?,/nas2/benchmarks/vpi/real/processed/tennis/0001_pt8.mp4,tennis,,,,Willis,"Action ambiguity, Multi-entity attribution",Counter,Readout,TRUE,,,,,,,,,,,,,,,,,,,,No
How many times does the red-shirt player return the ball with forehand?,/nas2/benchmarks/vpi/real/processed/tennis/0001_pt8.mp4,tennis,,,,Willis,"Action ambiguity, Multi-entity attribution",Counter,Readout,TRUE,,,,,,,,,,,,,,,,,,,,No
How many times does the red-shirt player return the ball with backhand?,/nas2/benchmarks/vpi/real/processed/tennis/0001_pt8.mp4,tennis,,,,Willis,"Action ambiguity, Multi-entity attribution",Counter,Readout,TRUE,,,,,,,,,,,,,,,,,,,,No
What's the ratio of the red-shirt player's forehand to total returns? Round to the nearest integer in percentage.,/nas2/benchmarks/vpi/real/processed/tennis/0001_pt8.mp4,tennis,,,,Willis,"Action ambiguity, Multi-entity attribution",Indexed counters,Aggregate,TRUE,,,,,,,,,,,,,,,,,,,,No
What's the ratio of the red-shirt player's backhand to total returns? Round to the nearest integer in percentage.,/nas2/benchmarks/vpi/real/processed/tennis/0001_pt8.mp4,tennis,,,,Willis,"Action ambiguity, Multi-entity attribution",Indexed counters,Aggregate,TRUE,,,,,,,,,,,,,,,,,,,,No
How many times does the white-shirt player return the ball with forehand?,/nas2/benchmarks/vpi/real/processed/tennis/0001_pt8.mp4,tennis,,,,Willis,"Action ambiguity, Multi-entity attribution",Counter,Readout,TRUE,,,,,,,,,,,,,,,,,,,,No
How many times does the white-shirt player return the ball with backhand?,/nas2/benchmarks/vpi/real/processed/tennis/0001_pt8.mp4,tennis,,,,Willis,"Action ambiguity, Multi-entity attribution",Counter,Readout,TRUE,,,,,,,,,,,,,,,,,,,,No
What's the ratio of the white-shirt player's forehand to total returns? Round to the nearest integer in percentage.,/nas2/benchmarks/vpi/real/processed/tennis/0001_pt8.mp4,tennis,,,,Willis,"Action ambiguity, Multi-entity attribution",Indexed counters,Aggregate,TRUE,,,,,,,,,,,,,,,,,,,,No
